#taskLabel	taskNamespace	runState	errorCode	runStateUpdateTime
makeLocusGraph_chromId_022_X_0004		complete	0	2016-09-30T17:37:45.453639
makeLocusGraph_chromId_022_X_0005		complete	0	2016-09-30T17:37:33.531222
makeLocusGraph_chromId_022_X_0006		complete	0	2016-09-30T17:37:37.892552
makeLocusGraph_chromId_022_X_0007		complete	0	2016-09-30T17:37:37.463741
makeLocusGraph_chromId_022_X_0008		complete	0	2016-09-30T17:37:30.786804
makeLocusGraph_chromId_022_X_0009		complete	0	2016-09-30T17:37:46.617150
makeLocusGraph_chromId_022_X_0010		complete	0	2016-09-30T17:37:34.666158
makeLocusGraph_chromId_022_X_0011		complete	0	2016-09-30T17:37:41.975945
makeLocusGraph_chromId_022_X_0012		complete	0	2016-09-30T17:37:35.853485
makeLocusGraph_chromId_023_Y_0000		complete	0	2016-09-30T17:37:43.628557
makeLocusGraph_chromId_023_Y_0001		complete	0	2016-09-30T17:37:46.045194
makeLocusGraph_chromId_023_Y_0002		complete	0	2016-09-30T17:37:35.946693
makeLocusGraph_chromId_023_Y_0003		complete	0	2016-09-30T17:37:47.748340
makeLocusGraph_chromId_023_Y_0004		complete	0	2016-09-30T17:37:37.723081
makeLocusGraph_chromId_024_MT_0000_to_chromId_031_GL000235_1_0000		complete	0	2016-09-30T17:37:36.223190
makeLocusGraph_chromId_032_GL000201_1_0000_to_chromId_036_GL000203_1_0000		complete	0	2016-09-30T17:37:42.564687
makeLocusGraph_chromId_037_GL000246_1_0000_to_chromId_041_GL000244_1_0000		complete	0	2016-09-30T17:37:39.792145
makeLocusGraph_chromId_042_GL000238_1_0000_to_chromId_045_GL000232_1_0000		complete	0	2016-09-30T17:37:40.896847
makeLocusGraph_chromId_046_GL000206_1_0000_to_chromId_049_GL000241_1_0000		complete	0	2016-09-30T17:37:39.177008
makeLocusGraph_chromId_050_GL000243_1_0000_to_chromId_053_GL000237_1_0000		complete	0	2016-09-30T17:37:39.463145
makeLocusGraph_chromId_054_GL000233_1_0000_to_chromId_055_GL000204_1_0000		complete	0	2016-09-30T17:37:42.748825
makeLocusGraph_chromId_056_GL000198_1_0000_to_chromId_057_GL000208_1_0000		complete	0	2016-09-30T17:37:45.875773
makeLocusGraph_chromId_058_GL000191_1_0000		complete	0	2016-09-30T17:37:34.960737
makeLocusGraph_chromId_059_GL000227_1_0000		complete	0	2016-09-30T17:37:44.412579
makeLocusGraph_chromId_060_GL000228_1_0000		complete	0	2016-09-30T17:37:38.977448
makeLocusGraph_chromId_061_GL000214_1_0000		complete	0	2016-09-30T17:37:42.967129
makeLocusGraph_chromId_062_GL000221_1_0000		complete	0	2016-09-30T17:37:38.672482
makeLocusGraph_chromId_063_GL000209_1_0000		complete	0	2016-09-30T17:37:45.629298
makeLocusGraph_chromId_064_GL000218_1_0000		complete	0	2016-09-30T17:37:36.469412
makeLocusGraph_chromId_065_GL000220_1_0000		complete	0	2016-09-30T17:37:31.466714
makeLocusGraph_chromId_066_GL000213_1_0000		complete	0	2016-09-30T17:37:45.687197
makeLocusGraph_chromId_067_GL000211_1_0000		complete	0	2016-09-30T17:37:37.144513
makeLocusGraph_chromId_068_GL000199_1_0000		complete	0	2016-09-30T17:37:27.753648
makeLocusGraph_chromId_069_GL000217_1_0000		complete	0	2016-09-30T17:37:34.834522
makeLocusGraph_chromId_070_GL000216_1_0000		complete	0	2016-09-30T17:37:31.971593
makeLocusGraph_chromId_071_GL000215_1_0000		complete	0	2016-09-30T17:37:39.392201
makeLocusGraph_chromId_072_GL000205_1_0000		complete	0	2016-09-30T17:37:26.047818
makeLocusGraph_chromId_073_GL000219_1_0000		complete	0	2016-09-30T17:37:39.947453
makeLocusGraph_chromId_074_GL000224_1_0000		complete	0	2016-09-30T17:37:43.033057
makeLocusGraph_chromId_075_GL000223_1_0000		complete	0	2016-09-30T17:37:28.477278
makeLocusGraph_chromId_076_GL000195_1_0000		complete	0	2016-09-30T17:37:31.894714
makeLocusGraph_chromId_077_GL000212_1_0000		complete	0	2016-09-30T17:37:27.306076
makeLocusGraph_chromId_078_GL000222_1_0000		complete	0	2016-09-30T17:37:46.794367
makeLocusGraph_chromId_079_GL000200_1_0000		complete	0	2016-09-30T17:37:38.516032
makeLocusGraph_chromId_080_GL000193_1_0000		complete	0	2016-09-30T17:37:47.112277
makeLocusGraph_chromId_081_GL000194_1_0000		complete	0	2016-09-30T17:37:40.789972
makeLocusGraph_chromId_082_GL000225_1_0000		complete	0	2016-09-30T17:37:39.067874
makeLocusGraph_chromId_083_GL000192_1_0000		complete	0	2016-09-30T17:37:41.866304
mergeLocusGraphInputList		complete	0	2016-09-30T17:37:48.451268
mergeLocusGraph		complete	0	2016-09-30T17:37:48.660597
checkLocusGraph		complete	0	2016-09-30T17:37:48.983995
rmTmpDir		complete	0	2016-09-30T17:37:49.038027
locusGraphStats		complete	0	2016-09-30T17:37:49.112104
makeHyGenDir		complete	0	2016-09-30T17:37:49.093542
generateCandidateSV_0000		complete	0	2016-09-30T17:37:57.793613
generateCandidateSV_0001		complete	0	2016-09-30T17:37:51.599477
generateCandidateSV_0002		complete	0	2016-09-30T17:37:53.169230
generateCandidateSV_0003		complete	0	2016-09-30T17:37:50.775496
generateCandidateSV_0004		complete	0	2016-09-30T17:37:54.031253
generateCandidateSV_0005		complete	0	2016-09-30T17:37:52.135276
generateCandidateSV_0006		complete	0	2016-09-30T17:37:56.366750
generateCandidateSV_0007		complete	0	2016-09-30T17:37:59.467156
generateCandidateSV_0008		complete	0	2016-09-30T17:37:59.515180
generateCandidateSV_0009		complete	0	2016-09-30T17:37:52.809498
generateCandidateSV_0010		complete	0	2016-09-30T17:37:55.836585
generateCandidateSV_0011		complete	0	2016-09-30T17:37:54.097511
generateCandidateSV_0012		complete	0	2016-09-30T17:38:00.569795
generateCandidateSV_0013		complete	0	2016-09-30T17:37:55.699658
generateCandidateSV_0014		complete	0	2016-09-30T17:37:56.253056
generateCandidateSV_0015		complete	0	2016-09-30T17:37:53.405126
generateCandidateSV_0016		complete	0	2016-09-30T17:37:59.421433
generateCandidateSV_0017		complete	0	2016-09-30T17:37:56.652069
generateCandidateSV_0018		complete	0	2016-09-30T17:38:00.965029
generateCandidateSV_0019		complete	0	2016-09-30T17:37:50.723959
generateCandidateSV_0020		complete	0	2016-09-30T17:37:57.586672
generateCandidateSV_0021		complete	0	2016-09-30T17:37:51.223562
generateCandidateSV_0022		complete	0	2016-09-30T17:37:52.794614
generateCandidateSV_0023		complete	0	2016-09-30T17:37:58.583905
generateCandidateSV_0024		complete	0	2016-09-30T17:37:54.616038
generateCandidateSV_0025		complete	0	2016-09-30T17:37:59.530563
generateCandidateSV_0026		complete	0	2016-09-30T17:37:50.795581
generateCandidateSV_0027		complete	0	2016-09-30T17:37:58.618944
generateCandidateSV_0028		complete	0	2016-09-30T17:37:57.650876
generateCandidateSV_0029		complete	0	2016-09-30T17:38:01.047231
generateCandidateSV_0030		complete	0	2016-09-30T17:37:58.139017
generateCandidateSV_0031		complete	0	2016-09-30T17:37:59.481740
generateCandidateSV_0032		complete	0	2016-09-30T17:37:50.739608
generateCandidateSV_0033		complete	0	2016-09-30T17:37:55.198197
generateCandidateSV_0034		complete	0	2016-09-30T17:37:52.235004
generateCandidateSV_0035		complete	0	2016-09-30T17:37:58.711752
generateCandidateSV_0036		complete	0	2016-09-30T17:37:57.140206
generateCandidateSV_0037		complete	0	2016-09-30T17:37:49.696564
generateCandidateSV_0038		complete	0	2016-09-30T17:37:59.991963
generateCandidateSV_0039		complete	0	2016-09-30T17:37:51.145191
generateCandidateSV_0040		complete	0	2016-09-30T17:38:02.481114
generateCandidateSV_0041		complete	0	2016-09-30T17:38:02.327717
generateCandidateSV_0042		complete	0	2016-09-30T17:37:53.098846
generateCandidateSV_0043		complete	0	2016-09-30T17:37:52.166312
generateCandidateSV_0044		complete	0	2016-09-30T17:37:54.160382
generateCandidateSV_0045		complete	0	2016-09-30T17:38:00.065871
generateCandidateSV_0046		complete	0	2016-09-30T17:37:55.871638
generateCandidateSV_0047		complete	0	2016-09-30T17:37:54.129538
generateCandidateSV_0048		complete	0	2016-09-30T17:37:58.242669
generateCandidateSV_0049		complete	0	2016-09-30T17:37:49.465784
generateCandidateSV_0050		complete	0	2016-09-30T17:37:50.201283
generateCandidateSV_0051		complete	0	2016-09-30T17:37:53.690973
generateCandidateSV_0052		complete	0	2016-09-30T17:37:51.615017
generateCandidateSV_0053		complete	0	2016-09-30T17:38:00.537091
generateCandidateSV_0054		complete	0	2016-09-30T17:37:59.163004
generateCandidateSV_0055		complete	0	2016-09-30T17:37:53.538990
generateCandidateSV_0056		complete	0	2016-09-30T17:37:56.281404
generateCandidateSV_0057		complete	0	2016-09-30T17:37:54.195818
generateCandidateSV_0058		complete	0	2016-09-30T17:37:56.296607
generateCandidateSV_0059		complete	0	2016-09-30T17:37:57.105379
generateCandidateSV_0060		complete	0	2016-09-30T17:37:57.714046
generateCandidateSV_0061		complete	0	2016-09-30T17:37:58.124239
generateCandidateSV_0062		complete	0	2016-09-30T17:37:50.136947
generateCandidateSV_0063		complete	0	2016-09-30T17:37:50.708656
generateCandidateSV_0064		complete	0	2016-09-30T17:37:59.390561
generateCandidateSV_0065		complete	0	2016-09-30T17:37:51.646020
generateCandidateSV_0066		complete	0	2016-09-30T17:37:52.779566
generateCandidateSV_0067		complete	0	2016-09-30T17:38:02.500041
generateCandidateSV_0068		complete	0	2016-09-30T17:37:54.066002
generateCandidateSV_0069		complete	0	2016-09-30T17:37:53.131028
generateCandidateSV_0070		complete	0	2016-09-30T17:37:55.182477
generateCandidateSV_0071		complete	0	2016-09-30T17:37:51.729100
generateCandidateSV_0072		complete	0	2016-09-30T17:37:49.727937
generateCandidateSV_0073		complete	0	2016-09-30T17:38:02.310954
generateCandidateSV_0074		complete	0	2016-09-30T17:38:02.461191
generateCandidateSV_0075		complete	0	2016-09-30T17:37:50.620674
generateCandidateSV_0076		complete	0	2016-09-30T17:38:00.016068
generateCandidateSV_0077		complete	0	2016-09-30T17:37:56.335176
generateCandidateSV_0078		complete	0	2016-09-30T17:37:55.679664
generateCandidateSV_0079		complete	0	2016-09-30T17:37:52.701218
generateCandidateSV_0080		complete	0	2016-09-30T17:37:53.654496
generateCandidateSV_0081		complete	0	2016-09-30T17:37:50.757005
generateCandidateSV_0082		complete	0	2016-09-30T17:37:53.707834
generateCandidateSV_0083		complete	0	2016-09-30T17:37:55.296781
generateCandidateSV_0084		complete	0	2016-09-30T17:37:59.406247
generateCandidateSV_0085		complete	0	2016-09-30T17:37:51.160329
generateCandidateSV_0086		complete	0	2016-09-30T17:37:53.421297
generateCandidateSV_0087		complete	0	2016-09-30T17:37:56.705781
generateCandidateSV_0088		complete	0	2016-09-30T17:37:58.209188
generateCandidateSV_0089		complete	0	2016-09-30T17:37:55.715457
generateCandidateSV_0090		complete	0	2016-09-30T17:37:57.689656
generateCandidateSV_0091		complete	0	2016-09-30T17:37:58.600059
generateCandidateSV_0092		complete	0	2016-09-30T17:37:50.220257
generateCandidateSV_0093		complete	0	2016-09-30T17:37:55.340881
generateCandidateSV_0094		complete	0	2016-09-30T17:37:55.819466
generateCandidateSV_0095		complete	0	2016-09-30T17:37:57.670655
generateCandidateSV_0096		complete	0	2016-09-30T17:37:58.185567
generateCandidateSV_0097		complete	0	2016-09-30T17:37:57.175492
generateCandidateSV_0098		complete	0	2016-09-30T17:37:52.763679
generateCandidateSV_0099		complete	0	2016-09-30T17:37:51.271286
generateCandidateSV_0100		complete	0	2016-09-30T17:37:50.636330
generateCandidateSV_0101		complete	0	2016-09-30T17:37:55.251682
generateCandidateSV_0102		complete	0	2016-09-30T17:37:54.211836
generateCandidateSV_0103		complete	0	2016-09-30T17:37:50.185130
generateCandidateSV_0104		complete	0	2016-09-30T17:37:49.743819
generateCandidateSV_0105		complete	0	2016-09-30T17:37:51.129440
generateCandidateSV_0106		complete	0	2016-09-30T17:38:00.416378
generateCandidateSV_0107		complete	0	2016-09-30T17:37:51.667911
generateCandidateSV_0108		complete	0	2016-09-30T17:37:57.735782
generateCandidateSV_0109		complete	0	2016-09-30T17:37:58.686488
generateCandidateSV_0110		complete	0	2016-09-30T17:37:54.081228
generateCandidateSV_0111		complete	0	2016-09-30T17:37:50.675004
generateCandidateSV_0112		complete	0	2016-09-30T17:38:00.032681
generateCandidateSV_0113		complete	0	2016-09-30T17:37:51.208359
generateCandidateSV_0114		complete	0	2016-09-30T17:37:56.351029
generateCandidateSV_0115		complete	0	2016-09-30T17:38:00.469812
generateCandidateSV_0116		complete	0	2016-09-30T17:38:02.342792
generateCandidateSV_0117		complete	0	2016-09-30T17:37:54.648605
generateCandidateSV_0118		complete	0	2016-09-30T17:37:59.095458
generateCandidateSV_0119		complete	0	2016-09-30T17:37:55.324921
generateCandidateSV_0120		complete	0	2016-09-30T17:37:56.238110
generateCandidateSV_0121		complete	0	2016-09-30T17:37:55.854704
generateCandidateSV_0122		complete	0	2016-09-30T17:37:55.747069
generateCandidateSV_0123		complete	0	2016-09-30T17:37:59.451608
generateCandidateSV_0124		complete	0	2016-09-30T17:37:54.697622
generateCandidateSV_0125		complete	0	2016-09-30T17:37:54.664362
generateCandidateSV_0126		complete	0	2016-09-30T17:37:50.121354
generateCandidateSV_0127		complete	0	2016-09-30T17:37:53.115847
generateCandidateSV_0128		complete	0	2016-09-30T17:37:53.150384
generateCandidateSV_0129		complete	0	2016-09-30T17:37:50.593638
generateCandidateSV_0130		complete	0	2016-09-30T17:37:49.536954
generateCandidateSV_0131		complete	0	2016-09-30T17:37:53.620122
generateCandidateSV_0132		complete	0	2016-09-30T17:37:52.106396
generateCandidateSV_0133		complete	0	2016-09-30T17:37:54.564508
generateCandidateSV_0134		complete	0	2016-09-30T17:37:51.700049
generateCandidateSV_0135		complete	0	2016-09-30T17:37:49.649987
generateCandidateSV_0136		complete	0	2016-09-30T17:37:59.930573
generateCandidateSV_0137		complete	0	2016-09-30T17:38:00.400285
generateCandidateSV_0138		complete	0	2016-09-30T17:38:00.489020
generateCandidateSV_0139		complete	0	2016-09-30T17:37:53.639353
generateCandidateSV_0140		complete	0	2016-09-30T17:37:53.588041
generateCandidateSV_0141		complete	0	2016-09-30T17:37:58.552809
generateCandidateSV_0142		complete	0	2016-09-30T17:37:50.255245
generateCandidateSV_0143		complete	0	2016-09-30T17:37:56.720535
generateCandidateSV_0144		complete	0	2016-09-30T17:37:51.745651
generateCandidateSV_0145		complete	0	2016-09-30T17:37:54.144909
generateCandidateSV_0146		complete	0	2016-09-30T17:37:57.159810
generateCandidateSV_0147		complete	0	2016-09-30T17:37:51.762780
generateCandidateSV_0148		complete	0	2016-09-30T17:37:54.113851
generateCandidateSV_0149		complete	0	2016-09-30T17:37:57.210624
generateCandidateSV_0150		complete	0	2016-09-30T17:37:57.602649
generateCandidateSV_0151		complete	0	2016-09-30T17:37:52.717656
generateCandidateSV_0152		complete	0	2016-09-30T17:37:59.128907
generateCandidateSV_0153		complete	0	2016-09-30T17:38:01.029312
generateCandidateSV_0154		complete	0	2016-09-30T17:37:51.630417
generateCandidateSV_0155		complete	0	2016-09-30T17:37:57.618892
generateCandidateSV_0156		complete	0	2016-09-30T17:38:00.996865
generateCandidateSV_0157		complete	0	2016-09-30T17:37:51.683880
generateCandidateSV_0158		complete	0	2016-09-30T17:37:58.107217
generateCandidateSV_0159		complete	0	2016-09-30T17:37:58.154180
generateCandidateSV_0160		complete	0	2016-09-30T17:37:55.231189
generateCandidateSV_0161		complete	0	2016-09-30T17:37:52.321082
generateCandidateSV_0162		complete	0	2016-09-30T17:37:59.946581
generateCandidateSV_0163		complete	0	2016-09-30T17:37:52.182460
generateCandidateSV_0164		complete	0	2016-09-30T17:38:00.980904
generateCandidateSV_0165		complete	0	2016-09-30T17:38:02.399563
generateCandidateSV_0166		complete	0	2016-09-30T17:37:49.634712
generateCandidateSV_0167		complete	0	2016-09-30T17:37:55.213649
generateCandidateSV_0168		complete	0	2016-09-30T17:37:54.179965
generateCandidateSV_0169		complete	0	2016-09-30T17:37:51.576747
generateCandidateSV_0170		complete	0	2016-09-30T17:37:52.733700
generateCandidateSV_0171		complete	0	2016-09-30T17:38:02.419009
generateCandidateSV_0172		complete	0	2016-09-30T17:37:50.090210
generateCandidateSV_0173		complete	0	2016-09-30T17:37:59.436851
generateCandidateSV_0174		complete	0	2016-09-30T17:37:52.260453
generateCandidateSV_0175		complete	0	2016-09-30T17:37:58.670386
generateCandidateSV_0176		complete	0	2016-09-30T17:37:56.668900
generateCandidateSV_0177		complete	0	2016-09-30T17:37:49.759079
generateCandidateSV_0178		complete	0	2016-09-30T17:38:00.519326
generateCandidateSV_0179		complete	0	2016-09-30T17:37:59.080475
generateCandidateSV_0180		complete	0	2016-09-30T17:37:50.239045
generateCandidateSV_0181		complete	0	2016-09-30T17:37:55.358697
generateCandidateSV_0182		complete	0	2016-09-30T17:37:55.764038
generateCandidateSV_0183		complete	0	2016-09-30T17:37:51.191352
generateCandidateSV_0184		complete	0	2016-09-30T17:37:58.521591
generateCandidateSV_0185		complete	0	2016-09-30T17:38:00.949772
generateCandidateSV_0186		complete	0	2016-09-30T17:37:49.517080
generateCandidateSV_0187		complete	0	2016-09-30T17:37:59.499757
generateCandidateSV_0188		complete	0	2016-09-30T17:37:49.664946
generateCandidateSV_0189		complete	0	2016-09-30T17:37:52.748682
generateCandidateSV_0190		complete	0	2016-09-30T17:37:57.121591
generateCandidateSV_0191		complete	0	2016-09-30T17:38:00.553357
generateCandidateSV_0192		complete	0	2016-09-30T17:37:55.731001
generateCandidateSV_0193		complete	0	2016-09-30T17:37:52.199890
generateCandidateSV_0194		complete	0	2016-09-30T17:37:54.049166
generateCandidateSV_0195		complete	0	2016-09-30T17:38:00.451094
generateCandidateSV_0196		complete	0	2016-09-30T17:38:02.376220
generateCandidateSV_0197		complete	0	2016-09-30T17:38:00.588533
generateCandidateSV_0198		complete	0	2016-09-30T17:37:50.073418
generateCandidateSV_0199		complete	0	2016-09-30T17:37:49.680814
generateCandidateSV_0200		complete	0	2016-09-30T17:37:55.271043
generateCandidateSV_0201		complete	0	2016-09-30T17:37:49.618610
generateCandidateSV_0202		complete	0	2016-09-30T17:38:01.012914
generateCandidateSV_0203		complete	0	2016-09-30T17:37:58.226793
generateCandidateSV_0204		complete	0	2016-09-30T17:37:53.555589
generateCandidateSV_0205		complete	0	2016-09-30T17:37:57.754138
generateCandidateSV_0206		complete	0	2016-09-30T17:37:58.537701
generateCandidateSV_0207		complete	0	2016-09-30T17:37:53.671227
generateCandidateSV_0208		complete	0	2016-09-30T17:37:59.564866
generateCandidateSV_0209		complete	0	2016-09-30T17:37:54.712898
generateCandidateSV_0210		complete	0	2016-09-30T17:38:00.432205
generateCandidateSV_0211		complete	0	2016-09-30T17:38:02.214865
generateCandidateSV_0212		complete	0	2016-09-30T17:37:54.581154
generateCandidateSV_0213		complete	0	2016-09-30T17:37:49.712034
generateCandidateSV_0214		complete	0	2016-09-30T17:37:55.801429
generateCandidateSV_0215		complete	0	2016-09-30T17:37:59.144316
generateCandidateSV_0216		complete	0	2016-09-30T17:37:54.548718
generateCandidateSV_0217		complete	0	2016-09-30T17:37:52.300368
generateCandidateSV_0218		complete	0	2016-09-30T17:37:51.239845
generateCandidateSV_0219		complete	0	2016-09-30T17:37:58.504659
generateCandidateSV_0220		complete	0	2016-09-30T17:37:57.635099
generateCandidateSV_0221		complete	0	2016-09-30T17:37:57.191781
generateCandidateSV_0222		complete	0	2016-09-30T17:37:58.169645
generateCandidateSV_0223		complete	0	2016-09-30T17:37:54.633368
generateCandidateSV_0224		complete	0	2016-09-30T17:37:59.961717
generateCandidateSV_0225		complete	0	2016-09-30T17:37:54.679801
generateCandidateSV_0226		complete	0	2016-09-30T17:38:00.503933
generateCandidateSV_0227		complete	0	2016-09-30T17:37:59.914494
generateCandidateSV_0228		complete	0	2016-09-30T17:37:52.824921
generateCandidateSV_0229		complete	0	2016-09-30T17:37:57.229748
generateCandidateSV_0230		complete	0	2016-09-30T17:37:59.112156
generateCandidateSV_0231		complete	0	2016-09-30T17:37:50.659485
generateCandidateSV_0232		complete	0	2016-09-30T17:37:51.255729
generateCandidateSV_0233		complete	0	2016-09-30T17:37:52.217723
generateCandidateSV_0234		complete	0	2016-09-30T17:38:02.440025
generateCandidateSV_0235		complete	0	2016-09-30T17:37:55.782745
generateCandidateSV_0236		complete	0	2016-09-30T17:37:53.571772
generateCandidateSV_0237		complete	0	2016-09-30T17:37:50.691726
generateCandidateSV_0238		complete	0	2016-09-30T17:37:59.064423
generateCandidateSV_0239		complete	0	2016-09-30T17:37:53.604956
generateCandidateSV_0240		complete	0	2016-09-30T17:38:02.359081
generateCandidateSV_0241		complete	0	2016-09-30T17:37:58.651388
generateCandidateSV_0242		complete	0	2016-09-30T17:37:59.890890
generateCandidateSV_0243		complete	0	2016-09-30T17:37:50.105749
generateCandidateSV_0244		complete	0	2016-09-30T17:37:52.280263
generateCandidateSV_0245		complete	0	2016-09-30T17:37:51.175592
generateCandidateSV_0246		complete	0	2016-09-30T17:38:00.934407
generateCandidateSV_0247		complete	0	2016-09-30T17:37:56.382965
generateCandidateSV_0248		complete	0	2016-09-30T17:37:56.221067
generateCandidateSV_0249		complete	0	2016-09-30T17:37:50.152647
generateCandidateSV_0250		complete	0	2016-09-30T17:38:00.048931
generateCandidateSV_0251		complete	0	2016-09-30T17:37:52.150404
generateCandidateSV_0252		complete	0	2016-09-30T17:37:53.388574
generateCandidateSV_0253		complete	0	2016-09-30T17:37:58.634849
generateCandidateSV_0254		complete	0	2016-09-30T17:37:54.729752
generateCandidateSV_0255		complete	0	2016-09-30T17:37:59.549044
fixVcfHeader_sortCandidateSV		complete	0	2016-09-30T17:38:02.711604
sortCandidateSVInputList		complete	0	2016-09-30T17:38:02.793957
sort_sortCandidateSV		complete	0	2016-09-30T17:38:02.936903
tabix_sortCandidateSV		complete	0	2016-09-30T17:38:03.079134
fixVcfHeader_sortDiploidSV		complete	0	2016-09-30T17:38:02.728365
sortDiploidSVInputList		complete	0	2016-09-30T17:38:02.838362
sort_sortDiploidSV		complete	0	2016-09-30T17:38:03.015489
tabix_sortDiploidSV		complete	0	2016-09-30T17:38:03.145599
extractSmallIndels		complete	0	2016-09-30T17:38:03.096478
extractSmallIndels_tabix		complete	0	2016-09-30T17:38:03.202479
sortEdgeRuntimeLogsInputList		complete	0	2016-09-30T17:38:02.619390
sortEdgeRuntimeLogs		complete	0	2016-09-30T17:38:02.856167
mergeEdgeStatsInputList		complete	0	2016-09-30T17:38:02.636820
mergeEdgeStats		complete	0	2016-09-30T17:38:02.905743
